NearestNeighbor	dH0	dS0	OligoType	InteractionType	Reference
rGrUrG/rUrArC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrCrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrGrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrUrC	-8.9	-32.2	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrGrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrUrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrGrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrUrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrGrA	-8.3	-24.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrUrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrGrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrUrA	-7.3	-27.4	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rUrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rUrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rUrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rUrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rUrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rUrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rUrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rUrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rUrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rUrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rUrGrU	-8.3	-24.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rUrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rUrUrU	-3.9	-17.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrArG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrCrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrGrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rUrUrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrArG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrCrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrGrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrU/rUrUrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrArG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrCrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrGrG	-8.3	-24.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrU/rUrUrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrArG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrCrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrGrG	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrU/rUrUrG	-7.3	-27.4	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArA/rGrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArA/rGrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArA/rGrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArA/rGrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrA/rGrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrA/rGrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrA/rGrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrA/rGrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrA/rGrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrA/rGrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrA/rGrGrU	-8.3	-24.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrA/rGrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrA/rGrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrA/rGrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrA/rGrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrA/rGrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArC/rGrArG	-5.5	-22.9	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArC/rGrCrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArC/rGrGrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArC/rGrUrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrC/rGrArG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrC/rGrCrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrC/rGrGrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrC/rGrUrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrC/rGrArG	-5.5	-21	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrC/rGrCrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrC/rGrGrG	-13.4	-38.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrC/rGrUrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrC/rGrArG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrC/rGrCrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrC/rGrGrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrC/rGrUrG	-8.9	-31	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrArC	-5.5	-24.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrCrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrGrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrUrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrArC	-5.5	-21.9	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrCrC	-5.5	-23.2	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrGrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrUrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrG/rGrArC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrG/rGrCrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrG/rGrGrC	-13.4	-38.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrG/rGrUrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrG/rGrArC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrG/rGrCrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrG/rGrGrC	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrG/rGrUrC	-5.5	-21.3	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArU/rGrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArU/rGrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArU/rGrGrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArU/rGrUrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrU/rGrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrU/rGrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrU/rGrGrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrU/rGrUrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrU/rGrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrU/rGrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrU/rGrGrA	-8.3	-24.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrGrU/rGrUrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrU/rGrArA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrU/rGrCrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrU/rGrGrA	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrUrU/rGrUrA	-3.9	-17.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrArG/rGrUrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrArU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrCrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rUrCrG/rGrGrU	-0.5	-7.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
